id,name,content,topic_final,topic_keywords,super_topic,super_topic_keywords
5818,GEO GBR TCA,3. Each Party shall ensure that the decisions of and the procedures used by the regulatory authorities are impartial with respect to all market participants and transparent.,115,"market participant, decision procedure, participant transparent, authority impartial, respect market, procedure regulatory, impartial respect, transparent decision, transparent objective, framework respect",S49,"market participant, decision procedure, participant transparent, authority impartial, respect market, procedure regulatory, impartial respect, transparent decision, transparent objective, framework respect"
5819,GEO GBR TCA,"4. The regulatory authority shall have the power to carry out an analysis of relevant product and service markets liable to an ex ante regulation. Where the regulatory authority is required to determine under Article 103 of this Agreement whether to impose, maintain, amend or withdraw obligations it shall determine on the basis of a market analysis whether the relevant market is effectively competitive.",141,"market competitive, maintain amend, competitive regulatory, relevant market, analysis relevant, regulatory authority, authority relevant, regulatory appropriate, amend specific, competitive service",S58,"market competitive, maintain amend, competitive regulatory, relevant market, analysis relevant, regulatory authority, authority relevant, regulatory appropriate, amend specific, competitive service"
5820,GEO GBR TCA,"5. Where the regulatory authority determines that a relevant market is not effectively competitive, it shall identify and designate services suppliers with significant market power on that market and shall impose, maintain or amend specific regulatory obligations referred to in Article 103 of this Agreement as it is appropriate. Where the regulatory authority concludes that the market is effectively competitive it shall not impose or maintain any of the regulatory obligations referred to in Article 103 of this Agreement.",141,"market competitive, maintain amend, competitive regulatory, relevant market, analysis relevant, regulatory authority, authority relevant, regulatory appropriate, amend specific, competitive service",S58,"market competitive, maintain amend, competitive regulatory, relevant market, analysis relevant, regulatory authority, authority relevant, regulatory appropriate, amend specific, competitive service"
5821,GEO GBR TCA,"6. Each Party shall ensure that a services supplier affected by the decision of a regulatory authority shall have a right to appeal against that decision to an appeal body that is independent of the parties involved in the decision, Each Party shall ensure that the merits of the case are duly taken into account. Pending the outcome of any such appeal, the decision of the regulator shall stand, unless the appeal body decides otherwise. Where the appeal body is not judicial in character, written reasons for its decision shall always be given and its decisions shall also be subject to review by an impartial and independent judicial authority. Decisions taken by appeal bodies shall be effectively enforced.",137,"appeal body, decision appeal, decision regulatory, body judicial, case account, body appeal, account outcome, independent decision, supplier decision, subject impartial",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5822,GEO GBR TCA,"7. Each Party shall ensure that where the regulatory authorities intend to take measures related to any of the provisions of this Sub-Section and which have a significant impact to the relevant market, they give the interested parties the opportunity to comment on the draft measure within a reasonable period of time. Regulators shall publish their consultation procedures. The results of the consultation procedure shall be made publicly available except in the case of confidential information.",27,"regulatory authority, regulatory measure, accessible clear, particular task, authority sector, form particular, matter available, clear form, sector task, task body",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5823,GEO GBR TCA,"8. Each Party shall ensure that suppliers providing electronic communication networks and services provide all the information, including financial information, necessary for regulatory authorities to ensure conformity with the provisions of this Sub-Section or decisions made in accordance with this Sub-Section. These suppliers shall provide such information promptly on request and to the time-table and level of detail required by the regulatory authority. The information requested by the regulatory authority shall be proportionate to the performance of that task. The regulatory authority shall give the reasons justifying its request for information.",70,"interconnection arrangement, information supplier, time confidentiality, information purpose, purpose time, arrangement information, supplier process, confidentiality information, supplier information, process interconnection",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5824,GEO GBR TCA,1. Each Party shall ensure that any services suppliers authorised to provide electronic communication services have the right and obligation to negotiate access and interconnection with suppliers of publicly available electronic communication networks and services. Access and interconnection should in principle be agreed on the basis of commercial negotiation between the services suppliers concerned.,138,"access interconnection, interconnection principle, principle basis, basis commercial, commercial negotiation, interconnection supplier, service right, electronic communication, supplier electronic, negotiation service",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5825,GEO GBR TCA,2. Each Party shall ensure that services suppliers that acquire information from another services supplier during the process of negotiating interconnection arrangements use that information solely for the purpose for which it was supplied and respect at all times the confidentiality of information transmitted or stored.,70,"interconnection arrangement, information supplier, time confidentiality, information purpose, purpose time, arrangement information, supplier process, confidentiality information, supplier information, process interconnection",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5826,GEO GBR TCA,"3. Each Party shall ensure that upon the finding in accordance with Article 101 of this Agreement that a relevant market is not effectively competitive, the regulatory authority shall have the power to impose on the supplier designated as having significant market power one or more of the following obligations in relation to interconnection and/or access:(a) obligation on non-discrimination to ensure that the operator applies equivalent conditions in equivalent circumstances to other suppliers providing equivalent services, and provides services and information to others under the same conditions and of the same quality as it provides for its own services, or those of its subsidiaries or partners;(b) obligation ofa vertically integrated company to make transparent its wholesale prices and its internal transfer prices, where there is a requirement for non-discrimination or for prevention of unfair cross-subsidy. The regulatory authority may specify the format and accounting methodology to be used;(c) obligations to meet reasonable requests for access to, and use of, specific network elements and associated facilities, including unbundled access to the local loop, inter alia, in situations where the regulatory authority considers that denial of access or unreasonable terms and conditions having a similar effect would hinder the emergence of a sustainable competitive market at the retail level, or would not be in the end user's interest.Regulatory authorities may attach conditions covering fairness, reasonableness and timeliness to the obligations included under this point;(d) to provide specified services on a wholesale basis for resale by third parties; to grant open access to technical interfaces, protocols or other key technologies that are indispensable for the interoperability of services or virtual network services; to provide co-location or other forms of facility sharing, including duct, building or mast sharing; to provide specified services needed to ensure interoperability of end-to-end services to users, including facilities for intelligent network services; to provide access to operational support systems or similar software systems necessary to ensure fair competition in the provision of services; to interconnect networks or network facilities.Regulatory authorities may attach conditions covering fairness, reasonableness and timeliness to the obligations included under this point;(e) obligations relating to cost recovery and price controls, including obligations for cost orientation of prices and obligations concerning cost accounting systems, for the provision of specific types of interconnection and/or access, in situations where a market analysis indicates that a lack of effective competition means that the operator concerned might sustain prices at an excessively high level, or apply a price squeeze, to the detriment of end-users.Regulatory authorities shall take into account the investment made by the operator and allow the operator a reasonable rate of return on adequate capital employed, taking into account the risks involved;(f) to publish the specific obligations imposed on services suppliers by the regulatory authority identifying the specific product/service and geographical markets. Up-to-date information, provided that it is not confidential and it does not comprise business secrets is made publicly available in a manner that guarantees all interested parties easy access to that information;(g) obligations for transparency requiring operators to make public specified information and, in particular, where an operator has obligations of non-discrimination, the regulator may require that operator to publish a reference offer, which shall be sufficiently unbundled to ensure that services suppliers are not required to pay for facilities which are not necessary for the service requested, giving a description of the relevant offerings broken down into components according to market needs, and the associated terms and conditions including prices.",104,"major supplier, supplier public, telecommunication service, public telecommunication, supplier territory, subsidiary affiliate, quality maintenance, category subscriber, specification quality, interconnection supplier",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5827,GEO GBR TCA,"4. Each Party shall ensure that a service supplier requesting interconnection with a supplier designated as having significant market power shall have recourse, cither at any time or after a reasonable period of time which has been made publicly known, to an independent domestic body, which may be a regulatory body as referred to in Article 100(2)(d) of this Agreement, to resolve disputes regarding terms and conditions for interconnection and/or access.",138,"access interconnection, interconnection principle, principle basis, basis commercial, commercial negotiation, interconnection supplier, service right, electronic communication, supplier electronic, negotiation service",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5828,GEO GBR TCA,"1. Each Party shall ensure that any procedures for the allocation and use of scarce resources, including frequencies, numbers and rights of way, shall be carried out in an objective, proportionate, timely, transparent and non-discriminatory manner. The current state of allocated frequency bands shall be made publicly available, but detailed identification of frequencies allocated for specific government uses is not required.",53,"custom procedure, convention simplification, field custom, legislation procedure, kyoto convention, economic operator, custom legislation, custom trade, import export, custom broker",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5829,GEO GBR TCA,"2. Each Party shall ensure the effective management of radio frequencies for electronic communication services in their territory with a view to ensure effective and efficient use of the spectrum. Where demand for specific frequencies exceeds their availability, appropriate and transparent procedures shall be followed for the assignment of these frequencies in order to optimise their use and facilitate the development of competition.",104,"major supplier, supplier public, telecommunication service, public telecommunication, supplier territory, subsidiary affiliate, quality maintenance, category subscriber, specification quality, interconnection supplier",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5830,GEO GBR TCA,3. Each Party shall ensure that the assignment of national numbering resources and the management of the national numbering plans are entrusted to the regulatory authority.,52,"technical regulation, assessment procedure, regulation conformity, conformity assessment, standard technical, procedure available, printed form, tbt information, form possible, information new",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5831,GEO GBR TCA,"4. Where public or local authorities retain ownership or control of suppliers operating public communications networks and/or services, effective structural separation needs to be ensured between the function responsible for granting the rights of way from activities associated with ownership or control.",132,"ownership control, activity ownership, effective structural, service effective, structural separation, supplier electronic, control supplier, electronic communication, communication service, function activity",S56,"ownership control, activity ownership, effective structural, service effective, structural separation, supplier electronic, control supplier, electronic communication, communication service, function activity"
5832,GEO GBR TCA,1. Each Party has the right to define the kind of universal service obligations it wishes to maintain.,42,"service intermediary, intermediary third, third activity, intermediary service, information service, measure intermediary, activity free, service time, environment measure, provider way",S22,"service intermediary, intermediary third, third activity, intermediary service, information service, measure intermediary, activity free, service time, environment measure, provider way"
5833,GEO GBR TCA,"2. Such obligations will not be regarded as anti-competitive per se, provided they are administered in a transparent, objective and non-discriminatory way. The administration of such obligations shall also be neutral with respect to competition and be not more burdensome than necessary for the kind of universal service defined by the Party.",115,"market participant, decision procedure, participant transparent, authority impartial, respect market, procedure regulatory, impartial respect, transparent decision, transparent objective, framework respect",S49,"market participant, decision procedure, participant transparent, authority impartial, respect market, procedure regulatory, impartial respect, transparent decision, transparent objective, framework respect"
5834,GEO GBR TCA,"3. Each Party shall ensure that all suppliers should be eligible to ensure universal service and no services supplier shall be a priori excluded. The designation shall be made through an efficient, transparent, objective and non-discriminatory mechanism. Where necessary, cach Party shall assess whether the provision of universal service represents an unfair burden on organisation(s) designated to provide universal service. Where justified on the basis of such calculation, and taking into account the market benefit, if any, which accrues to an organisation that offers the universal service, regulatory authorities shall determine whether a mechanism is required to compensate the services supplier(s) concerned or to share the net cost of universal service obligations.",104,"major supplier, supplier public, telecommunication service, public telecommunication, supplier territory, subsidiary affiliate, quality maintenance, category subscriber, specification quality, interconnection supplier",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5835,GEO GBR TCA,"4. Each Party shall ensure that, where directories of all subscribers are available to users, whether printed or electronic, the organisations that provide those directories apply the principle of non-discrimination to the treatment of information that has been provided to them by other organisations.",131,"effective mutual, mutual exchange, priority programme, basic information, information priority, information community, programme general, public basic, possible access, general public",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5836,GEO GBR TCA,Each Party shall ensure the confidentiality of electronic communications and related traffic data by means of a public communication network and publicly available electronic communication services without restricting trade in services.,125,"related traffic, traffic data, mean public, communication related, data mean, service trade, network available, confidentiality electronic, service confidentiality, electronic communication",S55,"related traffic, traffic data, mean public, communication related, data mean, service trade, network available, confidentiality electronic, service confidentiality, electronic communication"
5837,GEO GBR TCA,"1. Each Party shall ensure that in the event of a dispute arising between suppliers of electronic communication networks or services in connection with rights and obligations referred to in this Section, the regulatory authority concerned shall, at the request of cither Party, issue a binding decision to resolve the dispute in the shortest possible timeframe and in any case within four months.",138,"access interconnection, interconnection principle, principle basis, basis commercial, commercial negotiation, interconnection supplier, service right, electronic communication, supplier electronic, negotiation service",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5844,GEO GBR TCA,2. Those measures shall not be more burdensome than necessary to achieve their aim.,126,"measure measure, exhaustible natural, public order, effect default, fraudulent practice, relation processing, dissemination personal, archaeological value, protection confidentiality, treasure artistic",S51,"measure measure, exhaustible natural, public order, effect default, fraudulent practice, relation processing, dissemination personal, archaeological value, protection confidentiality, treasure artistic"
5845,GEO GBR TCA,3. Nothing in this Agreement shall be construed to require a Party to disclose information relating to the affairs and accounts of individual consumers or any confidential or proprietary information in the possession of public entities.,39,"remedy business, business legal, individual remedy, protection user, legal information, information personal, information protection, policy procedure, internet policy, procedure protection",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5848,GEO GBR TCA,"3. Each Party shall make its best endeavours to ensure that internationally agreed standards for regulation and supervision in the financial services sector and for the fight against tax evasion and avoidance are implemented and applied in its territory. Such internationally agreed standards are, inter alia, the Basel Committee's ""Core Principles for Effective Banking Supervision"", the International Association of Insurance Supervisors' ""Insurance Core Principles"", the International Organisation of Securities Commissions' ""Objectives and Principles of Securities Regulation"", the ""Agreement on Exchange of Information on Tax Matters"" of the Organisation for Economic Co-operation and Development (OECD), the G20 ""Statement on Transparency and Exchange of Information for Tax Purposes"" and the Financial Action Task Force's ""Forty Recommendations"" on money laundering and ""Nine Special Recommendations"" on terrorist financing.The Parties also take note of the ""Ten Key Principles for Information Exchange"" promulgated by the G7 Finance Ministers, and will take all steps necessary to try to apply them in their bilateral contacts.",1,"financial service, facility network, use facility, element territory, information transfer, transfer data, condition business, ordinary business, network element, transfer information",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5849,GEO GBR TCA,"1. Each Party shall permit a financial service supplier of the other Party to transfer information in electronic or other form, into and out of its territory, for data processing where such processing is required in the ordinary course of business of such financial service supplier.",35,"financial service, ordinary course, processing ordinary, processing processing, data processing, course business, territory data, form territory, business financial, supplier information",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5850,GEO GBR TCA,"2. Each Party shall adopt adequate safeguards for the protection of privacy and fundamental rights, and freedom of individuals, in particular with regard to the transfer of personal data.",65,"adequate safeguard, safeguard protection, regard transfer, individual particular, freedom individual, privacy fundamental, particular regard, right freedom, fundamental right, transfer personal",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5854,GEO GBR TCA,"1. The Parties shall maintain a dialogue on regulatory issues raised by electronic commerce, which will inter alia address the following issues:(a) the recognition of certificates of electronic signatures issued to the public and the facilitation of cross-border certification services;(b) the liability of intermediary service providers with respect to the transmission, or storage of information;(c) the treatment of unsolicited electronic commercial communications;(d) the protection of consumers in the ambit of electronic commerce, and(e) any other issue relevant for the development of electronic commerce.",44,"public facilitation, signature public, recognition certificate, treatment unsolicited, transmission storage, facilitation certification, certificate electronic, unsolicited electronic, respect transmission, information treatment",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5857,GEO GBR TCA,1. The Parties recognise that the services of intermediaries can be used by third parties for infringing activities and shall provide the measures for intermediary service providers as laid down in this Sub-Section.,42,"service intermediary, intermediary third, third activity, intermediary service, information service, measure intermediary, activity free, service time, environment measure, provider way",S22,"service intermediary, intermediary third, third activity, intermediary service, information service, measure intermediary, activity free, service time, environment measure, provider way"
5859,GEO GBR TCA,"1. Where an information society service is provided that consists of the transmission in a communication network of information provided by a recipient of the service, or the provision of access to a communication network, each Party shall ensure that the service provider is not liable for the information transmitted, on condition that the provider:(a) does not initiate the transmission;(b) does not select the receiver of the transmission; and(c) does not select or modify the information contained in the transmission.",122,"transmission information, communication network, receiver transmission, transmission receiver, access communication, information transmission, provider transmission, information condition, liable information, service access",S9,"recipient service, information provider, activity information, transmission information, automatic intermediate, illegal activity, communication network, provider complies, receiver transmission, information regard"
5861,GEO GBR TCA,"3. This Article shall not affect the possibility for a court or administrative authority, in accordance with Parties' legal systems, of requiring the service provider to terminate or prevent an infringement.",81,"accordance legal, legal system, provider infringement, possibility court, system service, court administrative, infringement possibility, authority accordance, administrative authority, service provider",S1,"intellectual property, effective technological, accordance legal, provider infringement, technological measure, property right, management information, economic right, internet service, infringement possibility"
5862,GEO GBR TCA,"1. Where an information society service is provided that consists of the transmission in a communication network of information provided by a recipient of the service, each Party shall ensure that the service provider is not liable for the automatic, intermediate and temporary storage of that information, performed for the sole purpose of making more efficient the information's onward transmission to other recipients of the service upon their request, on condition that:(a) the provider does not modify the information;(b) the provider complies with conditions on access to the information;(c) the provider complies with rules regarding the updating of the information, specified in a manner widely recognised and used by industry;(d) the provider does not interfere with the lawful use of technology, widely recognised and used by industry, to obtain data on the use of the information, and(e) the provider acts expeditiously to remove or to disable access to the information it has stored upon obtaining actual knowledge (1) of the fact that theinformation at the initial source of the transmission has been removed from the network, or access to it has been disabled, or that a court or an administrative authority has ordered such removal or disablement.",34,"information provider, automatic intermediate, provider complies, recipient service, manner industry, service request, information manner, intermediate temporary, onward transmission, knowledge fact",S9,"recipient service, information provider, activity information, transmission information, automatic intermediate, illegal activity, communication network, provider complies, receiver transmission, information regard"
5864,GEO GBR TCA,"1. Where an information society service is provided that consists of the storage of information provided by a recipient of the service, each Party shall ensure that the service provider is not liable for the information stored at the request of a recipient of the service, on condition that:(a) the provider does not have actual knowledge of illegal activity or information and, as regards claims for damages, is not aware of facts or circumstances from which the illegal activity or information is apparent, or(b) the provider, upon obtaining such knowledge or awareness, acts expeditiously to remove or to disable access to the information.",119,"activity information, illegal activity, recipient service, information regard, information apparent, regard claim, damage aware, request recipient, claim damage, knowledge illegal",S9,"recipient service, information provider, activity information, transmission information, automatic intermediate, illegal activity, communication network, provider complies, receiver transmission, information regard"
5865,GEO GBR TCA,2. Paragraph 1 shall not apply when the recipient of the service is acting under the authority or the control of the provider.,110,"recipient service, provider competent, authority control, control provider, service authority, information identification, authority alleged, identification recipient, alleged illegal, authority request",S48,"recipient service, provider competent, authority control, control provider, service authority, information identification, authority alleged, identification recipient, alleged illegal, authority request"
5866,GEO GBR TCA,"3. This Article shall not affect the possibility for a court or administrative authority, in accordance with the Parties' legal systems, of requiring the service provider to terminate or prevent an infringement, nor does it affect the possibility for a Party of establishing procedures governing the removal or disabling of access to information.",123,"possibility procedure, procedure removal, disabling access, removal disabling, infringement possibility, provider infringement, accordance legal, information possibility, possibility court, system service",S1,"intellectual property, effective technological, accordance legal, provider infringement, technological measure, property right, management information, economic right, internet service, infringement possibility"
5867,GEO GBR TCA,"1. The Parties shall not impose a general obligation on providers, when providing the services covered by Articles 124, 125 and 126 of this Agreement, to monitor the information which they transmit or store, nor shall they impose a general obligation to actively seek facts or circumstances indicating illegal activity.",118,"general fact, information general, activity general, circumstance illegal, fact circumstance, general provider, provider service, illegal activity, service information, general service",S43,"general fact, information general, activity general, circumstance illegal, fact circumstance, general provider, provider service, illegal activity, service information, general service"
5868,GEO GBR TCA,"2. A Party may establish obligations for information society service providers promptly to inform the competent public authorities of alleged illegal activities undertaken or information provided by recipients of their service or obligations to communicate to the competent authorities, at their request, information enabling the identification of recipients of their service with whom they have storage agreements.",110,"recipient service, provider competent, authority control, control provider, service authority, information identification, authority alleged, identification recipient, alleged illegal, authority request",S48,"recipient service, provider competent, authority control, control provider, service authority, information identification, authority alleged, identification recipient, alleged illegal, authority request"
5869,GEO GBR TCA,"1. The Parties shall comply with a set of basic standards for the award of all contracts as stipulated in paragraphs 2 to 15 of this Article. These basic standards derive directly from the rules and principles of public procurement including the principles of non-discrimination, equal treatment, transparency and proportionality.Publication",50,"entity good, good service, treatment favourable, respect measure, domestic good, treatment procuring, measure procurement, supplier respect, entity domestic, favourable treatment",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5870,GEO GBR TCA,2. Each Party shall ensure that all intended procurements are published in an appropriate media (1) in a manner that is sufficient:(a) to enable the market to be opened up to competition; and(b) to allow any interested economic operator to have appropriate access to information regarding the intended procurement prior to the award of the contract and to express its interest in obtaining the contract.(1) The means of publication shall be directly accessible by electronic means free of charge through a single point of access on the internet.,0,"procuring entity, notice procurement, interested supplier, entity supplier, responsive tender, entity notice, procurement procuring, tender documentation, registration system, supplier tender",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5873,GEO GBR TCA,"5. All contracts shall be awarded through transparent and impartial award procedures that prevent corruptive practices. This impartiality shall be ensured in particular through the non-discriminatory description of the subject matter of the contract, equal access for all economic operators, appropriate time-limits and a transparent and objective approach.",115,"market participant, decision procedure, participant transparent, authority impartial, respect market, procedure regulatory, impartial respect, transparent decision, transparent objective, framework respect",S49,"market participant, decision procedure, participant transparent, authority impartial, respect market, procedure regulatory, impartial respect, transparent decision, transparent objective, framework respect"
5874,GEO GBR TCA,"6. When describing the characteristics of the required work, supply or service, the contracting entities shall use general descriptions of performance and functions and international or national standards.",41,"supplier basis, foreign affiliation, degree foreign, discriminate supplier, treat supplier, basis degree, entity treat, affiliation ownership, basis good, supplier particular",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5875,GEO GBR TCA,"7. The description of the characteristics required of a work, supply or service shall not refer to a specific make or source, or a particular process, or to trademarks, patents, types or a specific origin or production unless such a reference is justified by the subject matter of the contract and accompanied by the words ""or equivalent"". Preference shall be given to the use of general descriptions of performance or functions.",0,"procuring entity, notice procurement, interested supplier, entity supplier, responsive tender, entity notice, procurement procuring, tender documentation, registration system, supplier tender",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5876,GEO GBR TCA,"8. Contracting entities shall not impose conditions resulting in direct or indirect discrimination against the economic operators of the other Party, such as the requirement that economic operators interested in the contract must be established in the same country, region or territory as the contracting entity.Notwithstanding the above, in cases where it is justified by the specific circumstances of the contract, the successful applicant may be required to establish certain business infrastructure at the place of performance.",1,"financial service, facility network, use facility, element territory, information transfer, transfer data, condition business, ordinary business, network element, transfer information",S2,"public telecommunication, financial service, reasonable condition, territory border, telecommunication network, network service, information territory, interconnection arrangement, purchase lease, major supplier"
5878,GEO GBR TCA,"10. All participants must be able to know the applicable rules, selection criteria and award criteria in advance. Those rules must apply equally to all participants.",3,"competent authority, qualification procedure, specific commitment, sector specific, procedure formality, authorisation fee, independent manner, decision independent, applicant competent, public advance",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5882,GEO GBR TCA,"14. Each Party shall ensure that contracts are awarded in a transparent manner to the applicant who has submitted the economically most advantageous offer or the offer with the lowest price, based on the tender criteria and the procedural rules established and communicated in advance. The final decisions shall be communicated to all applicants without undue delay. Upon request of an unsuccessful applicant, reasons must be provided in sufficient detail to allow the review of such a decision.Judicial protection",3,"competent authority, qualification procedure, specific commitment, sector specific, procedure formality, authorisation fee, independent manner, decision independent, applicant competent, public advance",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5883,GEO GBR TCA,"15. Each Party shall ensure that any person having or having had an interest in obtaining a particular contract and who has been, or risks, being harmed by an alleged infringement is entitled to effective, impartial judicial protection against any decision of the contracting entity related to the award of that contract. The decisions taken in the course and at the end of such review procedure shall be made public in a manner that is sufficient to inform all interested economic operators.",137,"appeal body, decision appeal, decision regulatory, body judicial, case account, body appeal, account outcome, independent decision, supplier decision, subject impartial",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5884,GEO GBR TCA,"1. Each Party shall provide adequate legal protection against any person performing without authority any of the following acts:(a) the removal or alteration of any electronic rights-management information, or(b) the distribution, importation for distribution, broadcasting, communication or making available to the public of works or other subject matter protected under this Agreement from which electronic rights-management information has been removed or altered without authority,if such person knows, or has reasonable grounds to know, that by so doing he/she is inducing, enabling, facilitating or concealing an infringement of any copyright or any related rights as provided by domestic law.",89,"electronic information, protection person, alteration electronic, distribution communication, distribution importation, removal alteration, facilitating infringement, information distribution, importation distribution, authority following",S1,"intellectual property, effective technological, accordance legal, provider infringement, technological measure, property right, management information, economic right, internet service, infringement possibility"
5886,GEO GBR TCA,1. Each Party shall provide for a system for the registration of trademarks in which each final negative decision taken by the relevant trademark administration shall be communicated to the applicant in writing and shall be duly reasoned.,18,"system registration, applicant communication, registration trademark, reason refusal, refusal trademark, trademark application, final refusal, cancellation invalidation, opportunity interested, decision opposition",S4,"geographical indication, system registration, good service, applicant communication, likelihood confusion, registration trademark, ec signatory, reason refusal, identical similar, refusal trademark"
5888,GEO GBR TCA,3. The Parties shall provide a publicly available electronic database of applications and registrations of trademarks.,38,"electronic application, available electronic, online database, system electronic, maintenance trademark, database trademark, electronic database, trademark available, system online, information system",S20,"electronic application, available electronic, online database, system electronic, maintenance trademark, database trademark, electronic database, trademark available, system online, information system"
5901,EFTA MDA,1. No Party shall impose customs duties on electronic transmissions.,56,"duty electronic, electronic transmission, custom duty, transmission custom, practice custom, current practice, transmission current, transmission offer, transmission use, transmission australia",S27,"duty electronic, electronic transmission, custom duty, transmission custom, practice custom, current practice, transmission current, transmission offer, transmission use, transmission australia"
5904,EFTA MDA,"1. No Party shall deny the legal effect and admissibility as evidence in legal proceedings of an electronic document, electronic signature, electronic seal, electronic time stamp or of data sent and received using an electronic registered delivery service, solely on the ground that it is in electronic form.",121,"effect admissibility, admissibility evidence, evidence legal, legal proceeding, electronic seal, legal effect, ground electronic, proceeding electronic, electronic document, signature electronic",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
5905,EFTA MDA,2. No Party shall adopt or maintain measures that would: (a) prohibit parties to an electronic transaction from mutually determining the appropriate electronic authentication methods for their transaction; or  (b) prevent parties to an electronic transaction from being able to prove to judicial or administrative authorities that the use of electronic authentication or an electronic trust service in that transaction complies with the applicable legal requirements.,156,"measure prohibit, able judicial, transaction able, applicable legal, authority use, electronic authentication, legal measure, appropriate electronic, electronic transaction, transaction applicable",S0,"personal information, electronic commerce, personal data, electronic transaction, protection personal, general application, good service, level protection, regulatory burden, legal effect"
